,name,IoU Metric
330,IMG_01565,0.9915009705681759
331,IMG_01391,0.004913395205717405
332,IMG_02063,0.9846816658688368
333,IMG_00747,0.36988297692687777
334,IMG_01901,0.9893090102038055
335,IMG_01035,0.0
336,IMG_00433,0.9928080015164524
337,IMG_01549,0.14492556774964685
338,IMG_01581,0.98088056063376
339,IMG_01175,0.9824983559514557
340,IMG_01082,0.0
341,IMG_00400,0.9814120967349521
342,IMG_01666,0.9856665762527972
343,IMG_00916,0.20403138302311993
344,IMG_01069,0.6604193138500636
345,IMG_01147,0.988436018957346
346,IMG_01060,0.9766562916851934
347,IMG_02479,0.503148030650593
348,IMG_00830,0.11244641674701734
349,IMG_00445,0.9863171505818737
350,IMG_01946,0.9865659109991604
351,IMG_00652,0.4461491340424347
352,IMG_02072,0.9866197516449186
353,IMG_02541,0.40907472537015327
354,IMG_01351,0.9784922394678492
355,IMG_01474,0.9797326228650268
356,IMG_01585,0.9810917962793535
357,IMG_00717,0.1605129540424424
358,IMG_01860,0.9884440332719328
359,IMG_01482,0.11230648123852008
360,IMG_01578,0.971999530718392
361,IMG_02311,0.3339586518817377
362,IMG_01298,0.9829277152197603
363,IMG_00705,0.000731368390258173
364,IMG_00667,0.2318861363066002
365,IMG_00355,0.9874542276964048
366,IMG_00819,0.49229345406338326
367,IMG_01459,0.5008689461672146
368,IMG_02362,0.9869363971711191
369,IMG_00733,0.2107697905296533
370,IMG_00808,0.5109109705257717
371,IMG_00392,0.9901590096856062
372,IMG_01900,0.9894820650351994
373,IMG_01213,0.9838439645069479
374,IMG_00788,0.6184108477580902
375,IMG_01083,0.9820965230928905
376,IMG_01636,0.9824126966260517
377,IMG_01523,0.2807470552863358
378,IMG_02563,0.9851530549014748
379,IMG_00083,0.9744110479285134
380,IMG_01179,0.980180512064837
381,IMG_02019,0.979048084645738
382,IMG_00834,0.39492125287559726
383,IMG_00006,0.9882495734313709
384,IMG_02082,0.9925635188528665
385,IMG_02535,0.38699258946144804
386,IMG_01008,0.08624396576203805
387,IMG_00777,0.49295301420007426
388,IMG_02095,0.3909147062269034
389,IMG_00025,0.16362465538405813
390,IMG_00087,0.26827180708544207
391,IMG_02480,0.9799358974358975
392,IMG_01492,0.9800719623581511
393,IMG_00175,0.9861886331228356
394,IMG_01446,0.9816016392043029
395,IMG_02470,0.9849570973277764
396,IMG_02468,0.9856395527746435
397,IMG_01821,0.3146854604975083
398,IMG_01357,0.058333333333333334
399,IMG_01815,0.4367574354547595
400,IMG_00357,0.9829732868757259
401,IMG_01863,0.9900571791613723
402,IMG_02021,0.9851015801354401
403,IMG_01426,0.9760791647187159
404,IMG_00338,0.9870775832642512
405,IMG_00854,0.4233855813233701
406,IMG_00738,0.7100692202082826
407,IMG_01249,0.9905632556767915
408,IMG_01787,0.990578734858681
409,IMG_00543,0.990815040785198
410,IMG_00096,0.9721293199554069
411,IMG_00507,0.4462174940898345
412,IMG_01030,0.6967380772957261
413,IMG_00131,0.9846728521508615
414,IMG_00980,0.06697555520051127
415,IMG_00480,0.3008639526674959
416,IMG_00179,0.9858778625954199
417,IMG_00789,0.4563981438903056
418,IMG_01217,0.0
419,IMG_00678,0.06321323246570074
420,IMG_00593,0.3762174189825144
421,IMG_01347,0.9850758643561893
422,IMG_01702,0.9861086413037793
423,IMG_01077,0.2836788570541191
424,IMG_00438,0.9857930084380919
425,IMG_01561,0.9805594651653765
426,IMG_00748,0.5566499267516096
427,IMG_00557,0.3907239819004525
428,IMG_00872,0.08016368501127957
429,IMG_01703,0.9818825108277923
430,IMG_02358,0.9823969269211404
431,IMG_01232,0.9902070509233352
432,IMG_00955,0.2740595781691672
433,IMG_00908,0.11591514075986126
434,IMG_02565,0.9893408727160464
435,IMG_01047,0.9735419080726149
436,IMG_00389,0.9892490834946658
437,IMG_02386,0.9903299706130044
438,IMG_02561,0.9689666556619346
439,IMG_02025,0.9655322862129145
440,IMG_01442,0.9855361799217731
441,IMG_01748,0.9850851080070223
442,IMG_00852,0.29380147692691183
443,IMG_01972,0.9764910753156291
444,IMG_00902,0.20459654713316017
445,IMG_01718,0.987483303890732
446,IMG_01630,0.9804891350339913
447,IMG_01539,0.9859439595774001
448,IMG_01466,0.9837971206186091
449,IMG_01730,0.9835095328453962
450,IMG_00620,0.15776480753293012
451,IMG_00069,0.9825443574455858
452,IMG_01177,0.24059235753008065
453,IMG_00495,0.9859916289557817
454,IMG_00587,0.12312424887261982
455,IMG_00745,0.34326922621332084
456,IMG_00506,0.27936996849842494
457,IMG_02393,0.989517312561485
458,IMG_01425,0.09161702127659574
459,IMG_01639,0.9848605182170158
460,IMG_00809,0.1453257790368272
461,IMG_00541,0.31888289144628895
462,IMG_01225,0.9836864406779661
463,IMG_01385,0.9847576862949453
464,IMG_01449,0.12604662539748246
465,IMG_02293,0.17493050519700265
466,IMG_00743,0.4522772726627991
467,IMG_01132,0.2853425965650387
468,IMG_00917,0.3789072624539941
469,IMG_00539,0.43471390514355973
470,IMG_01713,0.10525434606691408
471,IMG_00021,0.9845998655010088
472,IMG_00500,0.9888982205658495
473,IMG_00168,0.9831651376146789
474,IMG_01076,0.4160541017347839
475,IMG_00600,0.39601975938925527
476,IMG_00146,0.1705003815545623
477,IMG_02402,0.9892422903080541
478,IMG_01831,0.989746640537514
479,IMG_01024,0.8548185231539425
480,IMG_01615,0.9861241066273815
481,IMG_01304,0.25779402279079766
482,IMG_01126,0.6822510202620462
483,IMG_01355,0.9842255620419824
484,IMG_02289,0.989215460205403
485,IMG_02384,0.004786385392660876
486,IMG_00633,0.32510460251046025
487,IMG_02413,0.97952841549159
488,IMG_01661,0.9926334874148605
489,IMG_00627,0.3294772411051481
490,IMG_01757,0.9897659501630601
491,IMG_00941,0.47007822685788786
492,IMG_00826,0.5931370236129281
493,IMG_00713,0.1725458451383916
494,IMG_01741,0.9860589064427087
495,IMG_02320,0.9842815112062838
496,IMG_01369,0.98046875
497,IMG_00869,0.6045384445913197
498,IMG_01095,0.0
499,IMG_01525,0.9812197726273475
500,IMG_00407,0.9881930981000387
501,IMG_00754,0.5208991477472165
502,IMG_00512,0.39283951575783455
503,IMG_01888,0.9934800636017133
504,IMG_01783,0.9910205514596667
505,IMG_00982,0.08226473980595699
506,IMG_02405,0.9881312283059008
507,IMG_01685,0.9878048780487805
508,IMG_00595,0.64606111907953
509,IMG_00364,0.9781901041666666
510,IMG_02302,0.9881570745896531
511,IMG_01259,0.9689465408805031
512,IMG_02438,0.9892046214926172
513,IMG_00046,0.9893015855598837
514,IMG_01216,0.9837750135208221
515,IMG_01582,0.9859872092549594
516,IMG_00689,0.1906986318723081
517,IMG_00125,0.9829547601950187
518,IMG_01875,0.9880849729560242
519,IMG_00084,0.9833704056773647
520,IMG_00575,0.1688701034502098
521,IMG_02037,0.9871750758547343
522,IMG_00556,0.9894417568916533
523,IMG_00451,0.9830920543706487
524,IMG_01555,0.9870812470607763
525,IMG_01607,0.4712385928207736
526,IMG_02004,0.9830911662594831
527,IMG_00934,0.554174358974359
528,IMG_01683,0.38043724941372264
529,IMG_01922,0.9880768488125121
530,IMG_01732,0.44431175565850556
531,IMG_01870,0.9817050859860958
532,IMG_01019,0.28598922247882985
533,IMG_02347,0.656588934613626
534,IMG_01621,0.9830813577269251
535,IMG_00381,0.9853234587940888
536,IMG_00007,0.42709540363074544
537,IMG_01811,0.9853585832018236
538,IMG_01625,0.9876874796793939
539,IMG_01617,0.5443246795006221
540,IMG_00820,0.6503500728846459
541,IMG_00486,0.9907588497324653
542,IMG_02043,0.9917958907757544
543,IMG_01776,0.9898861334647178
544,IMG_01950,0.9832935560859188
545,IMG_00560,0.26914085993440984
546,IMG_02370,0.9890959948512302
547,IMG_01050,0.08954887218045113
548,IMG_02001,0.9710743801652892
549,IMG_00066,0.9856423830435742
550,IMG_01168,0.9818768853695324
551,IMG_01286,0.9789004652381889
552,IMG_01111,0.15369869192602617
553,IMG_01342,0.9817122186495176
554,IMG_00598,0.285058062794543
555,IMG_01577,0.9851802514361835
556,IMG_01756,0.986510590858417
557,IMG_02066,0.4355911828088039
558,IMG_00762,0.49190038065650443
559,IMG_00714,0.37936105476673426
560,IMG_01275,0.9809963350074657
561,IMG_01109,0.11574282574624849
562,IMG_00476,0.9892529732408325
563,IMG_00740,0.5334816283251118
564,IMG_00309,0.9906993511175198
565,IMG_00185,0.9839557650471356
566,IMG_01904,0.9839125279335978
567,IMG_01156,0.9851786631447649
568,IMG_02085,0.9917068559876914
569,IMG_02032,0.9807211385440822
570,IMG_00374,0.9825264967058149
571,IMG_01611,0.9870366373495926
572,IMG_00574,0.2662162007921199
573,IMG_01308,0.985994596900327
574,IMG_01962,0.9834269862721389
575,IMG_01494,0.24202963628199373
576,IMG_01020,0.28428552751993724
577,IMG_02473,0.9817959341390636
578,IMG_00067,0.9849442060085837
579,IMG_01743,0.9833167649287887
580,IMG_00825,0.4731334367401694
581,IMG_00559,0.9934466805217591
582,IMG_01923,0.2720668645524137
583,IMG_01616,0.9780074163523088
584,IMG_02560,0.9793905372894948
585,IMG_02503,0.4377577946865473
586,IMG_01154,0.9849889814258321
587,IMG_01136,0.982347269265953
588,IMG_00450,0.9862413793103448
589,IMG_00416,0.9865910945460159
590,IMG_01531,0.20772505451147336
591,IMG_02537,0.9882201851113768
592,IMG_00623,0.20631977153877537
593,IMG_02275,0.12241370545473032
594,IMG_01850,0.4707033622632851
595,IMG_01343,0.97712291585886
596,IMG_01472,0.9817132639791938
597,IMG_01348,0.9845132743362832
598,IMG_01832,0.988965986184302
599,IMG_00847,0.5091817983217035
600,IMG_01155,0.3270126203569096
601,IMG_02100,0.9893868113871004
602,IMG_00155,0.9854333576110706
603,IMG_01333,0.9857971014492753
604,IMG_01521,0.9826819407008086
605,IMG_00028,0.9823927055494419
606,IMG_02417,0.9885773184231335
607,IMG_01618,0.9888983256491143
608,IMG_02074,0.9906233768600614
609,IMG_02096,0.5048544217687074
610,IMG_01895,0.6255157574990508
611,IMG_01827,0.9868772618121554
612,IMG_00944,0.20495595156683696
613,IMG_00757,0.32845959014506104
614,IMG_01612,0.2943283643721353
615,IMG_00482,0.374917094126309
616,IMG_00892,0.03916139240506329
617,IMG_01865,0.992553778268064
618,IMG_01438,0.9895384615384616
619,IMG_01853,0.9909515992637915
620,IMG_00573,0.992188649154996
621,IMG_02474,0.4523474867835865
622,IMG_02471,0.12763900583154023
623,IMG_00840,0.5389357158076776
624,IMG_00683,0.09610178668110449
625,IMG_01721,0.981623743612305
626,IMG_00079,0.9903974775463406
627,IMG_00701,0.385520396785728
628,IMG_00437,0.9881099556395898
629,IMG_01522,0.9868403473613895
630,IMG_01755,0.9821446869556307
631,IMG_00736,0.07576860969508913
632,IMG_02568,0.9903517547452313
633,IMG_02484,0.9899627872042607
634,IMG_01516,0.2431294624814765
635,IMG_01202,0.9822138522703494
636,IMG_01980,0.9771297110765275
637,IMG_00967,0.1951154052603328
638,IMG_02178,0.0
639,IMG_01130,0.9839818376742133
640,IMG_01629,0.9849956852156
641,IMG_00811,0.5662030114932113
642,IMG_00081,0.981469334207937
643,IMG_00493,0.9927991189510246
644,IMG_01165,0.0
645,IMG_00487,0.9933036192598624
646,IMG_00464,0.9850265854503228
647,IMG_00943,0.4129123891159175
648,IMG_00388,0.9906431628025804
649,IMG_00968,0.28606256862635626
650,IMG_02069,0.988464547329493
651,IMG_02349,0.988815285776106
652,IMG_02353,0.9714101461736887
653,IMG_02554,0.9923632259959497
654,IMG_01706,0.9844777755630855
655,IMG_01926,0.9854204634209841
656,IMG_00016,0.9876531207466459
657,IMG_02030,0.9818533358181141
658,IMG_00376,0.9882828006296626
659,IMG_00524,0.9868441134275511
660,IMG_01642,0.9848972155998381
661,IMG_01538,0.1886650631389056
662,IMG_02225,0.1488795797592925
663,IMG_02144,0.2304320945249708
664,IMG_02406,0.9862823187306403
665,IMG_01749,0.9885159747518283
666,IMG_01371,0.9713625866050808
667,IMG_01954,0.9848517636875135
668,IMG_00508,0.5189044065124757
669,IMG_00838,0.5079709363106377
670,IMG_00348,0.9863691337708428
671,IMG_00810,0.41722028081253204
672,IMG_01553,0.975721341304913
673,IMG_02460,0.97908577767627
674,IMG_00172,0.9817030260380014
675,IMG_01038,0.11378156373592942
676,IMG_00730,0.43632930888855764
677,IMG_01025,0.009074718005258248
678,IMG_00772,0.2592121741110394
679,IMG_01141,0.9818892312316826
680,IMG_02567,0.9850611974859411
681,IMG_02121,0.9862969991099767
682,IMG_00851,0.6821200183029587
683,IMG_02357,0.9840587162825487
684,IMG_00456,0.9846203346203346
685,IMG_01752,0.5064827873060851
686,IMG_01499,0.28309741881765194
687,IMG_00599,0.3285368431820507
688,IMG_01762,0.987583650355594
689,IMG_01511,0.970456005138086
690,IMG_01151,0.9815743886251659
691,IMG_01520,0.9826227604512277
692,IMG_01855,0.9878759289603919
693,IMG_01547,0.9827151380943594
694,IMG_00900,0.14254121431443506
695,IMG_02379,0.9847240051347882
696,IMG_00853,0.3141038668317106
697,IMG_00732,0.19764544661766537
698,IMG_02148,0.9811446317657497
699,IMG_02328,0.9851924768567001
700,IMG_00925,0.0784999281574788
701,IMG_02303,0.98746884053089
702,IMG_01527,0.9909737892726957
703,IMG_00763,0.35515975526852483
704,IMG_01206,0.984131482006234
705,IMG_02572,0.985359232086875
706,IMG_00551,0.9906783627237558
707,IMG_02070,0.22736348571197607
708,IMG_00101,0.9863055386488131
709,IMG_00839,0.3938547132030517
710,IMG_02097,0.984803929621659
711,IMG_00462,0.9831987446898083
712,IMG_01930,0.35526315789473684
713,IMG_01771,0.9909322163987632
714,IMG_02294,0.20428917329643723
715,IMG_01134,0.9846710150694649
716,IMG_00801,0.39876661742983754
717,IMG_02064,0.986308862341992
718,IMG_00576,0.9905352341115712
719,IMG_00533,0.45197939685695276
720,IMG_00108,0.9859854664096099
721,IMG_00515,0.9878502915177731
722,IMG_01765,0.3969287361690947
723,IMG_00771,0.12350259311029536
724,IMG_01656,0.99174239776302
725,IMG_00628,0.09080396691623221
726,IMG_01671,0.36490188265763523
727,IMG_01657,0.9838675358338008
728,IMG_00501,0.988332296204107
729,IMG_01867,0.6567192914901809
730,IMG_01159,0.9831436392450655
731,IMG_02571,0.1999591380532888
732,IMG_01093,0.97480024585126
733,IMG_01443,0.984404773844148
734,IMG_00415,0.9825086668767727
735,IMG_02005,0.9817472306143001
736,IMG_01219,0.9878414714937064
737,IMG_00804,0.5171076343636783
738,IMG_01692,0.9859498873583381
739,IMG_02154,0.9881605728961306
740,IMG_01203,0.9599703484062269
741,IMG_01461,0.9771281738157024
742,IMG_01389,0.985968294772922
743,IMG_01845,0.5391344497965908
744,IMG_02094,0.9894566890699508
745,IMG_00150,0.9821154828819622
746,IMG_01529,0.9807484706729039
747,IMG_01725,0.9846715978968006
748,IMG_00606,0.3957111188892778
749,IMG_00520,0.9909181461299584
750,IMG_01873,0.9849463755007107
751,IMG_01145,0.9866565399335805
752,IMG_01100,0.46043497802636835
753,IMG_02330,0.9738741339491916
754,IMG_02006,0.0
755,IMG_00055,0.9862076958738989
756,IMG_00532,0.9880033393945632
757,IMG_00503,0.9912477473503799
758,IMG_00716,0.1544581033394665
759,IMG_01169,0.9693206229860365
760,IMG_00027,0.9843232743290197
761,IMG_01528,0.9804732748634784
762,IMG_00106,0.23163872363439697
763,IMG_01680,0.9856716417910448
764,IMG_00448,0.981822596870989
765,IMG_02434,0.36347589356283483
766,IMG_01626,0.9875664715559126
767,IMG_00129,0.9811360596888857
768,IMG_01676,0.9855468170351684
769,IMG_01641,0.9869548872180451
770,IMG_00726,0.2944551267019963
771,IMG_00073,0.97865055387714
772,IMG_02509,0.9906463130438501
773,IMG_02411,0.9876301564722617
774,IMG_00800,0.5508527519210346
775,IMG_01663,0.40221521025178697
776,IMG_00945,0.06700230911912783
777,IMG_01712,0.9893452435122894
778,IMG_00829,0.3058969019083215
779,IMG_02284,0.9801001412248043
780,IMG_01868,0.988581875163228
781,IMG_01903,0.14195768972464742
782,IMG_01059,0.991636798088411
783,IMG_01194,0.9788546255506608
