,name,IoU Metric
784,IMG_00336,0.2874908813005871
785,IMG_00397,0.9810191082802547
786,IMG_01932,0.9863138686131386
787,IMG_02226,0.3103566529492455
788,IMG_01116,0.9823236163920575
789,IMG_00023,0.9895341054296899
790,IMG_01716,0.12754855541598223
791,IMG_01271,0.988962133987429
792,IMG_01051,0.9863966770508826
793,IMG_01681,0.9917458398655158
794,IMG_01902,0.09163961470916929
795,IMG_01434,0.476195219123506
796,IMG_00110,0.9808962941683425
797,IMG_01563,0.9842022633610257
798,IMG_01899,0.9878214369029603
799,IMG_01460,0.9780933486478021
800,IMG_02039,0.9815673170205885
801,IMG_02076,0.9871823967635305
802,IMG_01587,0.9913305536060769
803,IMG_00455,0.9874336964342486
804,IMG_01817,0.9924659518980006
805,IMG_01588,0.9842962673059048
806,IMG_02046,0.1731612834281745
807,IMG_00186,0.9832689832689833
808,IMG_02029,0.9812795051277877
809,IMG_01699,0.3282454781292787
810,IMG_00586,0.9896528774359934
811,IMG_01722,0.9880015997866951
812,IMG_02387,0.9902667405901558
813,IMG_01859,0.9877877533947805
814,IMG_01583,0.9810420428166108
815,IMG_01002,0.02832022211938917
816,IMG_00403,0.9814205211181164
817,IMG_00527,0.9903262159547626
818,IMG_02482,0.989496805877952
819,IMG_00317,0.9867530173682661
820,IMG_01874,0.9806333781315689
821,IMG_01584,0.0
822,IMG_00373,0.9841047685694292
823,IMG_01925,0.9798474325401344
824,IMG_01452,0.9647201946472019
825,IMG_02331,0.9867692409722453
826,IMG_01872,0.9857009374425587
827,IMG_00058,0.9828473413379074
828,IMG_00681,0.2031130320604005
829,IMG_00102,0.9879354826734971
830,IMG_02544,0.9830079782719402
831,IMG_00082,0.9812257564003103
832,IMG_00549,0.9941332719066507
833,IMG_01726,0.9823321554770318
834,IMG_02395,0.28849543342413075
835,IMG_02086,0.990884156824488
836,IMG_01293,0.9856562005873052
837,IMG_00844,0.32912688474983043
838,IMG_00784,0.43911613894595386
839,IMG_00342,0.9892863535247641
840,IMG_01834,0.9870064087035039
841,IMG_02204,0.9842189525043836
842,IMG_02271,0.9845773140716961
843,IMG_00774,0.4919931856899489
844,IMG_01747,0.9852794255385576
845,IMG_01440,0.9846255798542081
846,IMG_01969,0.9877175419682735
847,IMG_01207,0.974955098782678
848,IMG_00656,0.08107258354293928
849,IMG_01637,0.9919152702471532
850,IMG_01877,0.9850607271739552
851,IMG_02170,0.9853565322337323
852,IMG_00015,0.9889373690177621
